"Source","Owner","First Name","Last Name","Company Name","City","information","Email","Website","Address","Work Phone","Mobile"
"Julieth Ortega","Julieth Ortega","A. gyptec s.a. - hanetec s.a.
                     ","JO","A. gyptec s.a. - hanetec s.a.
                     ","Bogotá
                                            ","Cielo rasos, Drywall
                                            ","mercadeo@gyptec.com  
                           "," www.gyptec.com - www.hanetec.com  
                       ","Cl 13 60-21 Puente Aranda  
                          ","4142099  
    ",
"Julieth Ortega","Julieth Ortega","A. hanetec s.a. - gyptec s.a.
                     ","JO","A. hanetec s.a. - gyptec s.a.
                     ","Bogotá
                                            ","Cielo rasos
                                            ","mercadeo@gyptec.com  
                           "," www.hanetec.com - www.gyptec.com  
                       ","Cl 13 60-21 Puente Aranda  
                          ","4142099  
    ",
"Julieth Ortega","Julieth Ortega","A. panelrock colombia s.a.
                        ","JO","A. panelrock colombia s.a.
                        ","Bogotá
                                            ","Cielo rasos, Drywall
                                            ","info@panelrockcolombia.com  
                    "," www.panelrockcolombia.com  
                              ","Cl 163A 21-68 Toberín  
                              ","7431771  
    ",
"Julieth Ortega","Julieth Ortega","A. texsa de colombia s.a.
                         ","JO","A. texsa de colombia s.a.
                         ","Bogotá
                                            ","Impermeabilización, Impermeabilizantes, Materiales para la construcción, Pinturas
                                            ","servicioalcliente@texsa.com.co  
                "," www.texsa.com.co  
                                       ","Cl 87 10-93 Of 501  
                                 ","2363044  
    ",
"Julieth Ortega","Julieth Ortega","A.a. sara jaramillo bernal
                           ","JO","A.a. sara jaramillo bernal
                           ","Manizales
                                            ","Ropa de trabajo
                                            ","sarajaramillob20@hotmail.com  
                  ",,"Cr 27 68-14  
                                        ","3217467658  
 ","8870304  
    "
"Julieth Ortega","Julieth Ortega","A.a.a. convidrios de seguridad
                       ","JO","A.a.a. convidrios de seguridad
                       ","Cartagena
                                            ","Divisiones para baño, Fachadas
                                            ","convidrios2007@hotmail.com  
                    ",,"Cl 49 16-15 Torices  
                                ","6662568  
    ","6666090  
    "
"Julieth Ortega","Julieth Ortega","A.b. industrias metálicas e.u.
                    ","JO","A.b. industrias metálicas e.u.
                    ","Bogotá
                                            ","Carpintería metálica
                                            ","indumeteu@yahoo.es  
                            ",,"Cl 63 Sur 73D-30  
                                   ","4805947  
    ",
"Julieth Ortega","Julieth Ortega","A.d.h. papeles adhesivos s.a.
                       ","JO","A.d.h. papeles adhesivos s.a.
                       ","Medellín
                                            ","Papeles
                                            ","info@adh.com.co  
                               "," www.adh.com.co  
                                        
","Cr 52 29-37 L 105 Av Guayabal  
                      ","2652940  
    ",
"Julieth Ortega","Julieth Ortega","A.f. refrigeración s.a.s
                        ","JO","A.f. refrigeración s.a.s
                        ","Cali
                                            ","Aire acondicionado - instalación, reparación y mantenimiento
                                            ","administracion@afrefrigeracion.com.co  
         "," www.afrefrigeracion.com.co  
                             ","Cl 42N 4N-174  
                                      ","5248988  
    ","3154038438  
 "
"Julieth Ortega","Julieth Ortega","A.j. & cía. s.a.. transportadores
                    ","JO","A.j. & cía. s.a.. transportadores
                    ","Cartagena
                                            ","Transporte terrestre de carga
                                            ","gerencia@ajtransportadores.com - cartagena@ajtrans"," www.ajtransportadores.com.co  
                           ","tr 45 21a-03 l 5 p 1 barrio el bosque  
              ","6745177  
    ","6745176  
    "
"Julieth Ortega","Julieth Ortega","A.j.s. distribuciones
                             ","JO","A.j.s. distribuciones
                             ","Bogotá
                                            ","Grapas
                                            ","jsdistribuciones@telecom.com.co  
               ",,"Cr 22 64-19 Of 104  
                                 ","2116436  
    ",
"Julieth Ortega","Julieth Ortega","A.s.c electrónica s.a.
                             ","JO","A.s.c electrónica s.a.
                             ","Pereira
                                            ","Materiales eléctricos
                                            ","servicioalcliente@magonelectronica.com  
        "," www.magomelectronica.com  
                               ","Cr 9 21-25  
                                        C","3350018  
    ",
"Julieth Ortega","Julieth Ortega","A1 ltda. - américa
                                ","JO","A1 ltda. - américa
                                ","Bogotá
                                            ","Calculadoras, Mantenimiento de fax, Máquinas y equipos de oficina
                                            ","a1ltda2004@yahoo.com  
                          "," www.a1ltda.com  
                                        
","Cr 13 64-67 L 117-118  
                              ","6260554  
    ","6061117  
    "
"Julieth Ortega","Julieth Ortega","Aa regalos publicitarios el escaparate ltda.
      ","JO","Aa regalos publicitarios el escaparate ltda.
      ","Bogotá
                                            ","Artículos para publicidad
                                            ","elescaparate2@regaloselescaparate.com - elescapara"," www.regaloselescaparate.com  
                            ","Cr 11 82-20  
                                        ","5310766  
    ","6350466  
    "
"Julieth Ortega","Julieth Ortega","Aaa llaves neiman
                               ","JO","Aaa llaves neiman
                               ","Cali
                                            ","Candados
                                            ","llaves_neiman@terra.com.co  
                    ",,"Cr 15 12-82  
                                        ","6828058  
    ","5582421  
    "
"Julieth Ortega","Julieth Ortega","Aaab abastecemos jordán
                                ","JO","Aaab abastecemos jordán
                                ","Bucaramanga
                                            ","Soportes para televisores y videocintas
                                            ","juanjordan_77@hotmail.com  
                     "," www.soportesjordan.com  
                                 ","Cl 41 20-40  
                                        ","3157806560  
 ","6426848  
    "
"Julieth Ortega","Julieth Ortega","Aab ventilar
                                        ","JO","Aab ventilar
                                        ","Envigado
                                            ","Campanas extractoras, Aire acondicionado - instalación, reparación y mantenimiento
                                            ","araber@une.net.co  
                             ",,"Tr 32C Sur 31BA-39  
                                 ","3342210  
    ","3348871  
    "
"Julieth Ortega","Julieth Ortega","Aacer s.a.
                                          ","JO","Aacer s.a.
                                          ","Medellín
                                            ","Vidrios
                                            ","aacersa@hotmail.com  
                           ",,"Cl 39 Sur 43-65 envigado  
                           ","3324136  
    ","3318300  
    "
"Julieth Ortega","Julieth Ortega","Aacer s.a.
                                          ","JO","Aacer s.a.
                                          ","Medellín
                                            ","Espejos
                                            ","aacer@une.net.co  
                              ",,"Cl 39 Sur 43-65 Envigado  
                           ","3318300  
    ","2765641  
    "
"Julieth Ortega","Julieth Ortega","Aas decoración
                                    ","JO","Aas decoración
                                    ","Bogotá
                                            ","Acabados arquitectónicos
                                            ","aasdecoracion@yahoo.com  
                       ",,"Cr 69A 65-28  
                                       ","3112248  
    ","5438013  
    "
"Julieth Ortega","Julieth Ortega","Ab canales y bajantes
                             ","JO","Ab canales y bajantes
                             ","Bogotá
                                            ","Campanas extractoras
                                            ","abcanalesybajantes@directoriovirtual.com  
      ",,"Cr 15 14-02  
                                        ","3114803788  
 ","3411760  
    "
"Julieth Ortega","Julieth Ortega","Ab carnets
                                        ","JO","Ab carnets
                                        ","Bogotá
                                            ","Carnés, Laminación
                                            ","abcarnets@gmail.com  
                           ",,"Cr 12 71-32 Of 203  
                                 ","3125771  
    ","3129462  
    "
"Julieth Ortega","Julieth Ortega","Aba cerrajería
                                      ","JO","Aba cerrajería
                                      ","Medellín
                                            ","Puertas, Puertas de seguridad, Puertas electrónicas
                                            ","a-abacerrajeria@hotmail.com  
                   ",,"Cr 87 85C-69 Barrio Cristóbal La América  
           ","4928927  
    ","2537511  
    "
"Julieth Ortega","Julieth Ortega","Abacentro acacias calentadores
                    ","JO","Abacentro acacias calentadores
                    ","Bogotá
                                            ","Calentadores
                                            ","acaciascalentadores@hotmail.com  
               ",,"Cr 29 79-15  
                                        ","6303688  
    ","6303679  
    "
"Julieth Ortega","Julieth Ortega","Abacol system
                                     ","JO","Abacol system
                                     ","Bogotá
                                            ","Mantenimiento de equipos de cómputo y periféricos
                                            ","abacolsystem@hotmail.com  
                      ",,"Dg 5D 44-14  
                                        ","2611511  
    ","2617764  
    "
"Julieth Ortega","Julieth Ortega","Abacol tejas y drywall s.a.s.
                     ","JO","Abacol tejas y drywall s.a.s.
                     ","Bogotá
                                            ","Drywall
                                            ","comercial@abacol.co  
                           "," www.abacol.co  
                                        
","Cr 25 15-35  
                                        ","4071111  
    ",
"Julieth Ortega","Julieth Ortega","Abacrialum
                                        ","JO","Abacrialum
                                        ","Bogotá
                                            ","Marquesinas
                                            ","sigritsol@hotmail.com  
                         "," www.paginasamarillas.com/abacrialum.htm  
                ","Cl 154A 96-55  
                                      ","6818613  
    ",
"Julieth Ortega","Julieth Ortega","Abacus cad ltda.
                                  ","JO","Abacus cad ltda.
                                  ","Bogotá
                                            ","Capacitación de software
                                            ","abacuscadltda@gmail.com  
                       ",,"Av Cr 24 40-08 Parkway  
                             ","7586852  
    ",
"Julieth Ortega","Julieth Ortega","Abad faciolince s.a.
                                ","JO","Abad faciolince s.a.
                                ","Medellín
                                            ","Inmobiliarias
                                            ","abadfaciolince@abadfaciolince.com  
             ",,"Cr 33 7A-60  
                                        ","2687788  
    ",
"Julieth Ortega","Julieth Ortega","Abafax
                                            ","JO","Abafax
                                            ","Medellín
                                            ","Mantenimiento de equipos de telefonía, Mantenimiento de fax, Mantenimiento de máquinas y equipos de oficina
                                            ","abafax@hotmail.com  
                            ",,"Cr 52 53-59 Of 307  
                                 ","2310446  
    ",
"Julieth Ortega","Julieth Ortega","Abal abastecedora acrílicos alfa ltda.
            ","JO","Abal abastecedora acrílicos alfa ltda.
            ","Bogotá
                                            ","Tejas
                                            ","acrilicosalfa@hotmail.com  
                     "," www.acrilicoalfa.com  
                                   ","Av Quito 63F-89  
                                    ","2229595  
    ","2229200  
    "
"Julieth Ortega","Julieth Ortega","Abandera accesorios
                               ","JO","Abandera accesorios
                               ","Bogotá
                                            ","Copiadoras, Máquinas y equipos de oficina
                                            ","abactoner@hotmail.com  
                         ",,"Cr 7 22-31 L 127 Centro  
                            ","4345053  
    ",
"Julieth Ortega","Julieth Ortega","Abanderados acabados acrílicos induplast
          ","JO","Abanderados acabados acrílicos induplast
          ","Bogotá
                                            ","Pinturas
                                            ","arturotinjaca@hotmail.com  
                     ",,"Cl 78 61-34  
                                        ","2503816  
    ",
"Julieth Ortega","Julieth Ortega","Abanna ltda.
                                      ","JO","Abanna ltda.
                                      ","Bogotá
                                            ","Máquinas y equipos de oficina
                                            ","abanna.bogota@cable.net.co  
                    "," www.abannaltda.com  
                                     ","Cr 9 67A-19 Of 201-203 Barrio Quinta Camacho  
       ","2356385  
    ",
"Julieth Ortega","Julieth Ortega","Abarcamos seguridad total
                         ","JO","Abarcamos seguridad total
                         ","Bogotá
                                            ","Puertas de seguridad, Cajas fuertes
                                            ","maribel.gutierrez@legis.com.co  
                ",,"Cr 20 70-35  
                                        ","2174116  
    ","2494369  
    "
"Julieth Ortega","Julieth Ortega","Abarco almacén vidrios cristal
                    ","JO","Abarco almacén vidrios cristal
                    ","Bogotá
                                            ","Divisiones para baño
                                            ","vidriokr15@hotmail.com  
                        ",,"Cr 15 95-15  
                                        ","2577059  
    ","6218371  
    "
"Julieth Ortega","Julieth Ortega","Abastec ltda.
                                     ","JO","Abastec ltda.
                                     ","Bogotá
                                            ","Muebles para oficina, Alfombras y tapetes, Cubrealfombras, Mantenimiento de muebles de oficina, Persianas
                                            ","divel53@hotmail.com  
                           ",,"Cr 50 119-26 Barrio La Alhambra  
                    ","5338002  
    ",
"Julieth Ortega","Julieth Ortega","Abastecedor de vidrios ceballos
                   ","JO","Abastecedor de vidrios ceballos
                   ","Bogotá
                                            ","Divisiones para baño, Puertas de seguridad
                                            ","vidriosceballos@yahoo.es  
                      ",,"Cr 69A 71A-12  
                                      ","6305783  
    ",
"Julieth Ortega","Julieth Ortega","Abastecedor fabriplásticos
                        ","JO","Abastecedor fabriplásticos
                        ","Bogotá
                                            ","Divisiones para baño
                                            ","fabriplasticos@hotmail.com  
                    ",,"Cr 110B 136A-83  
                                    ","6876312  
    ",
"Julieth Ortega","Julieth Ortega","Abastecedora de acabados
                          ","JO","Abastecedora de acabados
                          ","Bogotá
                                            ","Dispensadores de jabón
                                            ","abcasaba@yahoo.es  
                             ",,"Cl 21A Sur 0-42 Este  
                               ","3675348  
    ",
"Julieth Ortega","Julieth Ortega","Abastecedora de servicios
                           ","JO","Abastecedora de servicios
                           ","Medellín
                                            ","Aire acondicionado - instalación, reparación y mantenimiento
                                            ","servicios_plus@hotmail.com  
                    ",,"Cl 62 51D-63  
                                       ","5710978  
    ",
"Julieth Ortega","Julieth Ortega","Abastecedora s.o.s. industrial ferretero ltda.
      ","JO","Abastecedora s.o.s. industrial ferretero ltda.
      ","Medellín
                                            ","Ferreterías
                                            ","s.o.s.ferretero@une.net.co  
                    ",,"Cr 65 27-40  
                                        ","2656828  
    ",
"Julieth Ortega","Julieth Ortega","Abastecer a todo nivel
                            ","JO","Abastecer a todo nivel
                            ","Bogotá
                                            ","Puertas
                                            ","josesantos@007mundo.com  
                       ",,"Cr 19 69A-06  
                                       ","4822542  
    ",
"Julieth Ortega","Julieth Ortega","Abastos y desagües hecmar
                           ","JO","Abastos y desagües hecmar
                           ","Medellín
                                            ","Plomeros
                                            ","hecmarmantenimiento@hotmail.com  
               ",,"Cl 58 45D-106  
                                      ","5129476  
    ","5277015  
    "
"Julieth Ortega","Julieth Ortega","Abaxa metalmaxel ltda.
                            ","JO","Abaxa metalmaxel ltda.
                            ","Bogotá
                                            ","Cajas fuertes
                                            ","maxel@etb.net.co  
                              "," www.cajasmaxel.com  
                                     ","Cl 73 69-24  
                                        ","4907878  
    ","6307895  
    "
"Julieth Ortega","Julieth Ortega","Abb ltda.
                                          ","JO","Abb ltda.
                                          ","Pereira
                                            ","Contadores eléctricos
                                            ","transformadores@co.abb.com  
                    "," www.abb.com.co  
                                        
","Cl 16 15-124 La Popa Dosquebradas  
                  ","3136500  
    ",
"Julieth Ortega","Julieth Ortega","Abc acoelec ltda.
                                 ","JO","Abc acoelec ltda.
                                 ","Bogotá
                                            ","Electricistas
                                            ","acoelec@yahoo.es  
                              ",,"Cr 13 64-16 Of 238  
                                 ","2358943  
    ","6061523  
    "
