"Source","Owner","First Name","Last Name","Company Name","City","information","Email","Website","Address","Work Phone","Mobile"
"Julieth Ortega","Julieth Ortega","Hassan ltda.
                                      ","JO","Hassan ltda.
                                      ","Bogotá
                                            ","Calzado
                                            ","hassanltda@hotmail.com  
                        ",,"Cr 11 88-46  
                                        ","2158720  
    ","2574846  
    "
"Julieth Ortega","Julieth Ortega","Havells sylvania colombia s.a.
                    ","JO","Havells sylvania colombia s.a.
                    ","Bogotá
                                            ","Iluminación
                                            ","info.co@havells-sylvania.com  
                  "," www.havells-sylvania.com  
                               ","Cl 57B Sur 72A-23  
                                  ","7825300  
    ","7825200  
    "
"Julieth Ortega","Julieth Ortega","Hay group ltda.
                                   ","JO","Hay group ltda.
                                   ","Bogotá
                                            ","Asesorías y consultorías en gestión empresarial
                                            ","haygroupsa@haygroup.com  
                       "," www.haygroup.com  
                                       ",,"57 (1) 313 1400",
"Julieth Ortega","Julieth Ortega","Heating termolinea e.u.
                           ","JO","Heating termolinea e.u.
                           ","Bogotá
                                            ","Calefacción
                                            ","ventas@dragoner.info  
                          "," www.dragoner.info  
                                      ","Cr 70 2B-28  
                                        ","4144447  
    ","2923075  
    "
"Julieth Ortega","Julieth Ortega","Hebra ltda.
                                     ","JO","Hebra ltda.
                                     ","Cali
                                            ","Dotaciones para clínicas y hospitales
                                            ","hebra@emcali.net.co  
                           ",,"Cl 5B2 37A-50  
                                      ","5580814  
    ","5146064  
    "
"Julieth Ortega","Julieth Ortega","Hecatec ltda.
                                     ","JO","Hecatec ltda.
                                     ","Bogotá
                                            ","Carpintería metálica, Divisiones para baño, Divisiones para oficina, Acabados arquitectónicos
                                            ","contacto@hcatec.com.co  
                        "," www.hecatec.com.co  
                                     ","Cr 70G 69B-70  
                                      ","6087474  
    ",
"Julieth Ortega","Julieth Ortega","Hecho en colombia
                                      ","JO","Hecho en colombia
                                      ","Bucaramanga
                                            ","Divisiones para oficina
                                            ","hechoencolombia94@hotmail.com  
                 "," www.hencolombia.com  
                                    ","Cr 15 7-51  
                                        C","6435858  
    ","6572828  
    "
"Julieth Ortega","Julieth Ortega","Heinsohn software house
                           ","JO","Heinsohn software house
                           ","Bogotá
                                            ","Software para el sector de comercio exterior, Software para gestión empresarial, Software
                                            ","heinsohn@heinsohn.com.co  
                      "," www.heinsohn.com.co  
                                    ","Cr 13 82-49 P 6 Barrio Antiguo Country  
             ","6337070  
    ",
"Julieth Ortega","Julieth Ortega","Helga women concept
                                    ","JO","Helga women concept
                                    ","Bucaramanga
                                            ","Calzado
                                            ","calzadohelga@yahoo.com  
                        ",,"Cr 22 16-23  
                                        ","6348454  
    ","6457650  
    "
"Julieth Ortega","Julieth Ortega","Heliográficas colonial
                              ","JO","Heliográficas colonial
                              ","Rionegro
                                            ","Heliografía
                                            ","heliobi@une.net.co  
                            ",,"Cl 49 48-06 L 205  
                                  ","5320387  
    ",
"Julieth Ortega","Julieth Ortega","Heliográficas torres
                               ","JO","Heliográficas torres
                               ","Armenia
                                            ","Litografía
                                            ","heliografica_torres@yahoo.es  
                  ",,"Cl 18 14-36  
                                        ","7442408  
    ",
"Julieth Ortega","Julieth Ortega","Henry fernando londoño lópez
                     ","JO","Henry fernando londoño lópez
                     ","Bello
                                            ","Ropa para dama
                                            ","polosky@une.net.co  
                            ",,"Cr 52 33-38  
                                        ","4524264  
    ","2725657  
    "
"Julieth Ortega","Julieth Ortega","Hercas publicidad exterior
                          ","JO","Hercas publicidad exterior
                          ","Medellín
                                            ","Artículos para publicidad
                                            ","hercas@une.net.co  
                             "," www.hercas.net  
                                        
","Cr 48 60-38  
                                        ","2545357  
    ",
"Julieth Ortega","Julieth Ortega","Hermaco y cía. ltda.
                              ","JO","Hermaco y cía. ltda.
                              ","Bogotá
                                            ","Ferreterías
                                            ","fhermacoltda@telecom.com.co  
                   ",,"Cr 15 12-38  
                                        ","2437078  
    ","3364687  
    "
"Julieth Ortega","Julieth Ortega","Hermanos gómez botero ltda. - gira blusas
           ","JO","Hermanos gómez botero ltda. - gira blusas
           ","Medellín
                                            ","Blusas
                                            ","beaeleha@homail.com  
                           ",,"Cl 48 53-74 L 7  
                                    ","2314056  
    ","2314077  
    "
"Julieth Ortega","Julieth Ortega","Hernán barrio vestidos sobre medida
               ","JO","Hernán barrio vestidos sobre medida
               ","Bogotá
                                            ","Ropa para dama
                                            ","hernanbarrios21@hotmail.com  
                   "," www.hernanbarrios.com  
                                  ","Cr 5 18-43  
                                        C","2431997  
    ","3418309  
    "
"Julieth Ortega","Julieth Ortega","Hernan gonzalez
                                 ","JO","Hernan gonzalez
                                 ","Buga
                                            ","Alquiler de estibas
                                            ","madetuno@yahoo.es  
                             ",,"Cr 17 9-67  
                                        C","2271522  
    ",
"Julieth Ortega","Julieth Ortega","Hernando orozco & cía. s. en c. s.
              ","JO","Hernando orozco & cía. s. en c. s.
              ","Cali
                                            ","Cascos de seguridad, Ferreterías, Guantes, Seguridad industrial
                                            ","ferreteria@hoferreteria.com - seguridad@hoferreter"," www.hoferreteria.com  
                                   ","cr 1 40-05 barrio popular  
                          ","3155606722  
 ",
"Julieth Ortega","Julieth Ortega","Hernando orozco y cía. s. en c.s.
               ","JO","Hernando orozco y cía. s. en c.s.
               ","Cali
                                            ","Ferreterías
                                            ","contabilidad@hoferreteria.com  
                 ",,"Cr 1 40-05  
                                        C","6851500  
    ",
"Julieth Ortega","Julieth Ortega","Hernando sandoval & cía. e.u.
                     ","JO","Hernando sandoval & cía. e.u.
                     ","Bogotá
                                            ","Pinturas
                                            ","oficina518@gmail.com  
                          "," www.hernandosandoval.com.co  
                            ","Cr 15 119-11 Of 518  
                                ","6371728  
    ","6120025  
    "
"Julieth Ortega","Julieth Ortega","Herracor ltda.
                                  ","JO","Herracor ltda.
                                  ","Cali
                                            ","Ferreterías
                                            ","serviclientes@herracor.com  
                    "," www.herracor.com  
                                       ","Cr 1 30-68  
                                        C","4414574  
    ",
"Julieth Ortega","Julieth Ortega","Herragro s.a.
                                        ","JO","Herragro s.a.
                                        ","Manizales
                                            ","Ferreterías
                                            ","ventas@herragro.com  
                           "," www.herragro.com  
                                       ","Km 9 Vía al Magdalena Parque Ind David Uribe R.  
    ","8745417  
    ",
"Julieth Ortega","Julieth Ortega","Herrajes dudi s.a.
                                ","JO","Herrajes dudi s.a.
                                ","Bogotá
                                            ","Artículos para publicidad
                                            ","comercial@herrajesdudi.com - info@herrajesdudi.com"," www.herrajesdudi.com  
                                   ","Cl 21A 70-35 Parque Industrial Montevideo  
          ","5715622  
    ","5715611  
    "
"Julieth Ortega","Julieth Ortega","Herrajes élica
                                    ","JO","Herrajes élica
                                    ","Bogotá
                                            ","Camisetas
                                            ","herrajeselica@yahoo.com  
                       ",,"Cl 23 Sur 24C-16  
                                   ","3722413  
    ",
"Julieth Ortega","Julieth Ortega","Herrajes españoles ltda.
                          ","JO","Herrajes españoles ltda.
                          ","Bogotá
                                            ","Herrajes para muebles
                                            ","herrajes@cable.net.co  
                         ",,"Cr 63 67A-35  
                                       ","5431852  
    ","6302700  
    "
"Julieth Ortega","Julieth Ortega","Herramientas & seguridad s.a.
                     ","JO","Herramientas & seguridad s.a.
                     ","Bogotá
                                            ","Seguridad industrial
                                            ","herraseg@etb.net.co  
                           ",,"Cr 28A 15-28  
                                       ","3708675  
    ",
"Julieth Ortega","Julieth Ortega","Herramientas industriales e.u.
                         ","JO","Herramientas industriales e.u.
                         ","Bucaramanga
                                            ","Ferreterías, Lavado de fachadas
                                            ","herramientasind@hotmail.com  
                   "," www.herramientasind.com  
                                ","Cr 17 17-11  
                                        ","3158657089  
 ","6719396  
    "
"Julieth Ortega","Julieth Ortega","Herramientas industriales e.u.
                    ","JO","Herramientas industriales e.u.
                    ","Cúcuta
                                            ","Ferreterías
                                            ","ventascucuta@herramientasind.com  
              "," www.herramientasind.com  
                                ","cl 6 2-37 barrio latino  
                            ","3173002896  
 ","3102530811  
 "
"Julieth Ortega","Julieth Ortega","Herramientas unidas s.a.
                          ","JO","Herramientas unidas s.a.
                          ","Bogotá
                                            ","Ferreterías
                                            ","diana@ceronalvarez.com  
                        ",,"Cr 42 14-80  
                                        ","3688850  
    ",
"Julieth Ortega","Julieth Ortega","Herratec s.a.
                                   ","JO","Herratec s.a.
                                   ","Cali
                                            ","Ferreterías
                                            ","cali@herratec.com.co  
                          "," www.herratec.com.co  
                                    ","Cl 34 6A-59 Bdg 6  
                                  ","4452379  
    ","4384696  
    "
"Julieth Ortega","Julieth Ortega","Herratec s.a.
                                       ","JO","Herratec s.a.
                                       ","Medellín
                                            ","Ferreterías
                                            ","info@herratec.com.co  
                          "," www.herratec.com.co  
                                    ","Cr 48 39-04  
                                        ","2626969  
    ",
"Julieth Ortega","Julieth Ortega","Herratec s.a.
                                     ","JO","Herratec s.a.
                                     ","Bogotá
                                            ","Ferreterías
                                            ","bogota@herratec.com.co  
                        "," www.herratec.com.co  
                                    ","Cl 18 22-16  
                                        ","2626969  
    ",
"Julieth Ortega","Julieth Ortega","Herrera ricaurte y cía. s.a.
                      ","JO","Herrera ricaurte y cía. s.a.
                      ","Bogotá
                                            ","Artículos y suministros de oficina, Cosedoras y perforadoras industriales, Engrapadoras industriales, Grapas
                                            ","info@herreraricaurte.com  
                      "," www.herreraricaurte.com  
                                ","Cl 69 7-47  
                                        C","2117393  
    ",
"Julieth Ortega","Julieth Ortega","Herroláminas
                                    ","JO","Herroláminas
                                    ","Cali
                                            ","Ferreterías
                                            ","cjseguram@yahoo.com  
                           ",,"Cr 15 31-33  
                                        ","4480322  
    ","5249500  
    "
"Julieth Ortega","Julieth Ortega","Herron aisladores polimericos y cia. ltda.
          ","JO","Herron aisladores polimericos y cia. ltda.
          ","Medellín
                                            ","Materiales eléctricos
                                            ","info@aisladorespolimericosherron.com  
          "," www.aisladorespolimericosherron.com  
                    ","Cl 50 56-46  
                                        ","2318540  
    ",
"Julieth Ortega","Julieth Ortega","Herrotubos e.u.
                                 ","JO","Herrotubos e.u.
                                 ","Cali
                                            ","Ferreterías
                                            ","herrotuboseu@hotmail.com  
                      "," www.herrotubos.com  
                                     ","Cr 8 51-06  
                                        C","4023833  
    ","3154104247  
 "
"Julieth Ortega","Julieth Ortega","Hersam s.a.
                                       ","JO","Hersam s.a.
                                       ","Bogotá
                                            ","Ropa para dama
                                            ","hersam@etb.net.co  
                             "," www.candilejas.com.co  
                                  ","Cl 63B 28-44  
                                       ","2128820  
    ","4373000  
    "
"Julieth Ortega","Julieth Ortega","Hersicol ltda.
                                    ","JO","Hersicol ltda.
                                    ","Bogotá
                                            ","Divisiones para oficina, Muebles metálicos, Archivadores, Cubrealfombras, Estanterías, Exhibidores, Lockers, Mantenimiento de muebles de oficina, Papeleras
                                            ","hersicol@hotmail.com  
                          "," www.hersicol.com  
                                       ","Cl 41A Sur 72G-52 Barrio La Chucua  
                 ","7110008  
    ","7133052  
    "
"Julieth Ortega","Julieth Ortega","Hertelec ltda.
                                    ","JO","Hertelec ltda.
                                    ","Ibagué
                                            ","Iluminación
                                            ","hertelecltda@yahoo.es  
                         ",,"Cr 14 131-236 Sector Monte Carlos Barrio Salado  
    ","2611847  
    ","2638169  
    "
"Julieth Ortega","Julieth Ortega","Heyca de colombia ltda.
                           ","JO","Heyca de colombia ltda.
                           ","Bogotá
                                            ","Muebles para oficina
                                            ","administración@heycadecolombia.com - servicioalcli","  www.heycadecolombia.com  
                               ","Cl 37B Sur 68I-64  
                                  ","5654205  
    ","4033944  
    "
"Julieth Ortega","Julieth Ortega","Heymocol ltda.
                                    ","JO","Heymocol ltda.
                                    ","Bogotá
                                            ","Arquitectura y diseño logístico
                                            ","heymocol@heymocol.com  
                         "," www.heymocol.com.co  
                                    ","Av 19 103-75  
                                       ","6167995  
    ",
"Julieth Ortega","Julieth Ortega","Hidráulico ltda. ferretería
                       ","JO","Hidráulico ltda. ferretería
                       ","Bogotá
                                            ","Ferreterías
                                            ","hidraulicoltda@gmail.com  
                      ",,"Cr 15 12-45  
                                        ","3429618  
    ",
"Julieth Ortega","Julieth Ortega","Hidro ambiental ltda.
                           ","JO","Hidro ambiental ltda.
                           ","Cali
                                            ","Instalaciones sanitarias
                                            ","hiam1@visionsatelite.com.co  
                   ",,"Cr 45 5A-24  
                                        ","5548226  
    ","4047208  
    "
"Julieth Ortega","Julieth Ortega","Hidrocol & cía. ltda.
                                  ","JO","Hidrocol & cía. ltda.
                                  ","Bucaramanga
                                            ","Sistemas de puestas a tierra
                                            ","divisiontecnica@hidrosolca.com  
                ",,"Parque Industrial 1 Etapa Calle F Bdg 38  
           ","2618783  
    ",
"Julieth Ortega","Julieth Ortega","Hidroelectric de colombia ltda.
                   ","JO","Hidroelectric de colombia ltda.
                   ","Bogotá
                                            ","Instalaciones eléctricas
                                            ","hcl@hidroelectric.com.co  
                      ",,"Cl 99 7A-25  
                                        ","2182207  
    ",
"Julieth Ortega","Julieth Ortega","Hidroequipos ltda.
                              ","JO","Hidroequipos ltda.
                              ","Cali
                                            ","Tubería
                                            ","info@hidroequipos.com.co  
                      "," www.hidroequipos.com.co  
                                ","Cl 23 2-25 San Nicolás  
                             ","6530033  
    ","8893731  
    "
"Julieth Ortega","Julieth Ortega","Hidroval ltda. ferretería
                         ","JO","Hidroval ltda. ferretería
                         ","Bogotá
                                            ","Ferreterías
                                            ","hidrovalltda@hotmail.com  
                      ",,"Cl 67 25-44  
                                        ",,
"Julieth Ortega","Julieth Ortega","Hierros antomar ltda.
                             ","JO","Hierros antomar ltda.
                             ","Ibagué
                                            ","Ferreterías, Materiales para la construcción
                                            ","ibague@hierrosantomar.com.co  
                  ",,"Cr 5 80-175 Barrio El Jardín  
                       ","2670303  
    ",
"Julieth Ortega","Julieth Ortega","Hierros antomar ltda.
                             ","JO","Hierros antomar ltda.
                             ","Bogotá
                                            ","Ferreterías, Materiales para la construcción
                                            ","gerencia@hierrosantomar.com.co  
                ",,"Dg 15 25-50  
                                        ","3288995  
    ","5951545  
    "
"Julieth Ortega","Julieth Ortega","Hierros antomar ltda.
                           ","JO","Hierros antomar ltda.
                           ","Cali
                                            ","Ferreterías, Materiales para la construcción
                                            ","valle@hierrosantomar.com.co  
                   ",,"Cl 0 T1-220 Km 1 Recta Cali - Palmira Parcelación La Do","4004444  
    ",
"Julieth Ortega","Julieth Ortega","Hierros antomar ltda.
                                   ","JO","Hierros antomar ltda.
                                   ","Barranquilla
                                            ","Ferreterías, Materiales para la construcción
                                            ","barranquilla@hierrosantomar.com.co  
            ",,"Cl 110 6QSN Bdg 24 Av Circunvalar C. Ind Zona Express  ","3288995  
    ",
"Julieth Ortega","Julieth Ortega","Hierros antomar ltda.
                                   ","JO","Hierros antomar ltda.
                                   ","Dosquebradas
                                            ","Ferreterías, Materiales para la construcción
                                            ","dosquebradas@hierrosantomar.com.co  
            ",,"Cl 25 10-59  
                                        ","3392000  
    ",
"Julieth Ortega","Julieth Ortega","Hierros antomar ltda.
                                 ","JO","Hierros antomar ltda.
                                 ","Valledupar
                                            ","Ferreterías, Materiales para la construcción
                                            ","valledupar@hierrosantomar.com.co  
              ",,"Cr 7 36-100  
                                        ","5716644  
    ",
"Julieth Ortega","Julieth Ortega","Hierros antomar ltda.
                                ","JO","Hierros antomar ltda.
                                ","Sincelejo
                                            ","Ferreterías, Materiales para la construcción
                                            ","sincelejo@hierrosantomar.com.co  
               ",,"Av Argelia Cl 32 8B-93  
                             ","2785858  
    ",
"Julieth Ortega","Julieth Ortega","Hierros bogota
                                    ","JO","Hierros bogota
                                    ","Bogotá
                                            ","Ferreterías
                                            ","hierrosbogota@hotmail.com  
                     ",,"Cr 123 14B-29 Bdg 2 Fontibon el Recodo  
             ","4212500  
    ",
"Julieth Ortega","Julieth Ortega","Hierros constructural fanachi cía. ltda.
          ","JO","Hierros constructural fanachi cía. ltda.
          ","Bogotá
                                            ","Cosedoras y perforadoras industriales, Engrapadoras industriales
                                            ","fanachi_compania@hotmail.com  
                  ",,"Av Boyacá 73A-84  
                                   ","4300170  
    ",
"Julieth Ortega","Julieth Ortega","Hierros de occidente
                              ","JO","Hierros de occidente
                              ","Bogotá
                                            ","Ferreterías, Pinturas, Tejas
                                            ","yudy.perdomo@hierrosdeoccidente.com  
           "," www.hierrosdeoccidente.com  
                             ","Cr 25 18-24 Paloquemao  
                             ","3606040  
    ",
"Julieth Ortega","Julieth Ortega","Hierros de occidente 1 s.a.
                         ","JO","Hierros de occidente 1 s.a.
                         ","Medellín
                                            ","Ferreterías, Pinturas, Tejas
                                            ","medellin43@hierrosdeoccidente.com  
             "," www.hierrosdeoccidente.com  
                             ","Cr 43 30-79  
                                        ","2613434  
    ",
"Julieth Ortega","Julieth Ortega","Hierros de occidente 1 s.a.
                        ","JO","Hierros de occidente 1 s.a.
                        ","Armenia
                                            ","Candados, Ferreterías, Impermeabilizantes, Materiales para la construcción, Pinturas, Pinturas al agua, Tejas
                                            ","armenia1@hierrosdeoccidente.com  
               "," www.hierrosdeoccidente.com  
                             ","Cr 19 23-64  
                                        ","7440569  
    ",
"Julieth Ortega","Julieth Ortega","Hierros del café s.a.
                                ","JO","Hierros del café s.a.
                                ","Chinchiná
                                            ","Ferreterías
                                            ","hdelc@une.net.co  
                              ",,"C. Cial El Edén  
                                    ","3127910312  
 ","8506376  
    "
"Julieth Ortega","Julieth Ortega","Hierros del café s.a.
                                 ","JO","Hierros del café s.a.
                                 ","Villamaría
                                            ","Ferreterías
                                            ","hdelc@une.net.co  
                              ",,"Cl 7 5-65  
                                        Co","8776931  
    ",
"Julieth Ortega","Julieth Ortega","Hierros el dorado s.a.s.
                          ","JO","Hierros el dorado s.a.s.
                          ","Bogotá
                                            ","Ferreterías
                                            ","hierroseldorado@etb.net.co  
                    ",,"Cr 29 8-34  
                                        C","3605386  
    ","3602642  
    "
"Julieth Ortega","Julieth Ortega","Hierros h.d.
                                      ","JO","Hierros h.d.
                                      ","Ibagué
                                            ","Ferreterías
                                            ","hierroshd@hahoo.es  
                            ",,"Cr 4H 25-85  
                                        ","2662240  
    ","3153204311  
 "
"Julieth Ortega","Julieth Ortega","Hierros hb s.a.
                                   ","JO","Hierros hb s.a.
                                   ","Bogotá
                                            ","Drywall, Ferreterías
                                            ","ventasbogota@hierroshb.com  
                    "," www.hierroshb.com  
                                      ","Cr 123 15 - 83  
                                     ","4216006  
    ",
"Julieth Ortega","Julieth Ortega","Hierros hb s.a.
                                 ","JO","Hierros hb s.a.
                                 ","Cali
                                            ","Ferreterías
                                            ","ventascali@hierroshb.com  
                      ",,"Cl 34 5A-13 El Porvenir  
                            ","4431223  
    ",
"Julieth Ortega","Julieth Ortega","Hierros hb s.a.
                                     ","JO","Hierros hb s.a.
                                     ","Medellín
                                            ","Ferreterías
                                            ","ventasmedellin@hierroshb.com  
                  "," www.hierroshbcom  
                                       ","Cl 32 41-74 Autop Sur Itagui  
                       ","4485559  
    ",
"Julieth Ortega","Julieth Ortega","Hierros hb s.a.
                                         ","JO","Hierros hb s.a.
                                         ","Dosquebradas
                                            ","Ferreterías, Materiales para la construcción, Pinturas
                                            ","hierroshb@une.net.co  
                          ",,"Cl 9 7A-60 La Badea  
                                ","3300440  
    ",
"Julieth Ortega","Julieth Ortega","Hierros la cuarta ltda.
                            ","JO","Hierros la cuarta ltda.
                            ","Popayán
                                            ","Ferreterías
                                            ","hierrolacuarta@hotmail.com  
                    ",,"Cl 4 17-67  
                                        C","8211131  
    ","8214371  
    "
"Julieth Ortega","Julieth Ortega","Hierros y láminas de colombia s.a.
                   ","JO","Hierros y láminas de colombia s.a.
                   ","Manizales
                                            ","Ferreterías
                                            ","hilaca98@yahoo.es  
                             ",,"Cr 25 18-16 Esq  
                                    ","8842040  
    ",
"Julieth Ortega","Julieth Ortega","Hierros y laminas r & n ltda.
                              ","JO","Hierros y laminas r & n ltda.
                              ","Barrancabermeja
                                            ","Ferreterías
                                            ","ivan_bayona@hotmail.com  
                       ",,"Cll 50 18-58  
                                       ","6222953  
    ",
"Julieth Ortega","Julieth Ortega","Hifer s.a. hierro y ferretería
                    ","JO","Hifer s.a. hierro y ferretería
                    ","Ibagué
                                            ","Ferreterías, Materiales para la construcción, Tejas
                                            ","gerencia@hifersa.com  
                          "," www.hifersa.com  
                                        ","Cl 17 Cr 1 Esq  
                                     ","2634633  
    ",
"Julieth Ortega","Julieth Ortega","High lights s.a.
                                    ","JO","High lights s.a.
                                    ","Medellín
                                            ","Cielo rasos
                                            ","ventasmedellin@hightslights.com.co  
            "," www.highlights.com.co  
                                  ","Cr 49 16-16  
                                        ","4035530  
    ",
"Julieth Ortega","Julieth Ortega","High lights s.a.
                                    ","JO","High lights s.a.
                                    ","Medellín
                                            ","Cielo rasos
                                            ","ventasmedellin@highlights.com.co  
              "," www.highlights.com.co  
                                  ","Cr 49 16-16 Av Regional  
                            ","4035530  
    ",
"Julieth Ortega","Julieth Ortega","High lights s.a.
                                  ","JO","High lights s.a.
                                  ","Bogotá
                                            ","Artículos eléctricos, Cielo rasos, Iluminación
                                            ","ventasbogota@highlights.com  
                   "," www.highlights.com.co  
                                  ","Av (Cr) 20 87-29 Barrio Polo Club  
                  ","6466000  
    ",
"Julieth Ortega","Julieth Ortega","High security technology ltda.
                    ","JO","High security technology ltda.
                    ","Bogotá
                                            ","Equipos contra incendio
                                            ","ventas@hstltda.com  
                            "," www.hstltda.com  
                                        ","Cr 68G 63C-29 Bosque Popular  
                       ","6602348  
    ","6602347  
    "
"Julieth Ortega","Julieth Ortega","High-tech filtración industrial
                   ","JO","High-tech filtración industrial
                   ","Bogotá
                                            ","Aire acondicionado - instalación, reparación y mantenimiento
                                            ","htfi@etb.net.co  
                               "," www.htfi.com.co  
                                        ","Cr 72L 35B-37 Sur  
                                  ","4505671  
    ",
"Julieth Ortega","Julieth Ortega","Hijos de domingo d ambrosio ltda.
                   ","JO","Hijos de domingo d ambrosio ltda.
                   ","Montería
                                            ","Divisiones para baño, Fachadas
                                            ","carlos.vengoechea@hijosdedomingo.com  
          ",,"Cr 2 40-53  
                                        C","3157024732  
 ","7823800  
    "
"Julieth Ortega","Julieth Ortega","Hijos de josé a. yacamán
                             ","JO","Hijos de josé a. yacamán
                             ","Cartagena
                                            ","Ferreterías
                                            ","yacamancartagena@gmail.com  
                    ",,"dg 22 30-171 av crisanto luque barrio el prado  
     ","6625223  
    ","6625190  
    "
"Julieth Ortega","Julieth Ortega","Hilas ltda.
                                          ","JO","Hilas ltda.
                                          ","Manizales
                                            ","Dotaciones industriales
                                            ","hilas@une.net.co  
                              "," www.hilasltyda.aldeapyme.com  
                           ","Cr 27 18-30  
                                        ","3216428920  
 ","8824060  
    "
"Julieth Ortega","Julieth Ortega","Hilat s.a.
                                        ","JO","Hilat s.a.
                                        ","Bogotá
                                            ","Telas para muebles
                                            ","hilat@hilat-textil.com  
                        "," www.hilat-textil.com  
                                   ","cr 67 57v-11 sur fáb y ofs barrio madelena  
         ","7414253  
    ","7414251  
    "
"Julieth Ortega","Julieth Ortega","Hilazas y algo más
                                  ","JO","Hilazas y algo más
                                  ","Medellín
                                            ","Artículos para aseo y cafetería
                                            ","cvanegasv@une.net.co  
                          ",,"Cr 54 44A-09  
                                       ","2315846  
    ",
"Julieth Ortega","Julieth Ortega","Himher s.a.
                                       ","JO","Himher s.a.
                                       ","Bogotá
                                            ","Divisiones para oficina, Muebles metálicos, Muebles para oficina, Archivadores, Estanterías
                                            ","servicioalcliente@himher.com.co  
               "," www.himher.com.co  
                                      ","Cl 12 28-82  
                                        ","3512566  
    ","3700111  
    "
"Julieth Ortega","Julieth Ortega","Hipercentro  corona
                                ","JO","Hipercentro  corona
                                ","Pereira
                                            ","Materiales para la construcción
                                            ","hiperc.pereira@corona.com.co  
                  "," www.corona.com.co/hc  
                                   ","Cr 7 38-35  
                                        C","3366894  
    ",
"Julieth Ortega","Julieth Ortega","Hipercentro corona colombia estadio
                 ","JO","Hipercentro corona colombia estadio
                 ","Medellín
                                            ","Materiales para la construcción
                                            ","hiperccolombia@corona.com.co  
                  ",,"Cl 50 69-88  
                                        ","2302705  
    ","2305801  
    "
"Julieth Ortega","Julieth Ortega","Hipercentro corona la rosita
                           ","JO","Hipercentro corona la rosita
                           ","Bucaramanga
                                            ","Materiales para la construcción
                                            ","hiperc.larosita@corona.com.co  
                 "," www.corona.com.co  
                                      ","Cr 17 47-47  
                                        ","6525192  
    ",
