"Source","Owner","First Name","Last Name","Company Name","City","information","Email","Website","Address","Work Phone","Mobile"
"Julieth Ortega","Julieth Ortega","Prisma screen ltda.
                               ","JO","Prisma screen ltda.
                               ","Bogotá
                                            ","Artículos para dibujo, Artículos para publicidad, Impresores, Litografía, Papeles
                                            ","prismaescreen@hotmail.com  
                     ",,"Cr 24 70A-22  
                                       ","3478570  
    ",
"Julieth Ortega","Julieth Ortega","Prismak decoraciones en yeso
                        ","JO","Prismak decoraciones en yeso
                        ","Medellín
                                            ","Cielo rasos
                                            ","prismak_sucasa@hotmail.com  
                    ",,"Autop Sur 75-83 L 161 Univentas Itagüí  
             ","3779082  
    ","3723316  
    "
"Julieth Ortega","Julieth Ortega","Prismax decoraciones
                               ","JO","Prismax decoraciones
                               ","Pereira
                                            ","Muebles metálicos
                                            ","omenajes@hotmail.com  
                          ",,"Cr 10 38-06 Barrio Venecia  
                         ","3366853  
    ","3360711  
    "
"Julieth Ortega","Julieth Ortega","Privilegium y cía. ltda.
                            ","JO","Privilegium y cía. ltda.
                            ","Medellín
                                            ","Alquiler de equipos audiovisuales
                                            ","gerencia@privilegiumtecnologia.com  
            "," www.privilegiumtecnologia.com  
                          ","Cr 74 48-37 Of 1004 C. Cial Obelisco  
               ","2604013  
    ","2302444  
    "
"Julieth Ortega","Julieth Ortega","Prizma & cía. ebanistas - carpinteros
             ","JO","Prizma & cía. ebanistas - carpinteros
             ","Bogotá
                                            ","Carpintería de madera, Acabados arquitectónicos
                                            ","prizmaycia@gmail.com  
                          "," www.prizmaycia.com  
                                     ","Cr 80A 76-80  
                                       ","3153592487  
 ","4300966  
    "
"Julieth Ortega","Julieth Ortega","Proadhesivos ltda.
                              ","JO","Proadhesivos ltda.
                              ","Cali
                                            ","Papeles
                                            ","proadhesivos@telesat.com.co  
                   ",,"Cl 50 Norte 8N-40 Barrio el Bosque  
                 ","6658310  
    ","6658275  
    "
"Julieth Ortega","Julieth Ortega","Proalba ltda.
                                    ","JO","Proalba ltda.
                                    ","Tuluá
                                            ","Productos alimenticios
                                            ","info@proalbaltda.com - proalba@telecom.com.co  
 "," www.proalbaltda.com  
                                    ","Cl 50 41-84 Parque Ind Bdg C 6  
                     ","2257723  
    ","2253667  
    "
"Julieth Ortega","Julieth Ortega","Proamérica ltda.
                                  ","JO","Proamérica ltda.
                                  ","Bogotá
                                            ","Artículos para aseo y cafetería
                                            ","proamerica@gmail.com  
                          "," www.proamerica.com.co  
                                  ","Cr 68G 43B-62 Sur  
                                  ","2383141  
    ",
"Julieth Ortega","Julieth Ortega","Proasem ltda.
                                     ","JO","Proasem ltda.
                                     ","Bogotá
                                            ","Seguridad y auditoría de sistemas
                                            ","proasem@cable.net.co  
                          "," www.proasem.com  
                                        ","Cl 120 45A-32  
                                      ","6377876  
    ",
"Julieth Ortega","Julieth Ortega","Proasfálticos s.a.
                                  ","JO","Proasfálticos s.a.
                                  ","Medellín
                                            ","Impermeabilización
                                            ","info@proasfalticos.com  
                        "," www.proasfalticos.com  
                                  ","Cl 24 45-06  
                                        ","2322124  
    ",
"Julieth Ortega","Julieth Ortega","Proasistemas s.a.
                                 ","JO","Proasistemas s.a.
                                 ","Bogotá
                                            ","Capacitación de software, Computadores portátiles, Seguridad y auditoría de sistemas, Servicios de mantenimiento de sistemas de seguridad electrónica, Servicios de automatización de edificios, Computadores y partes periféricas, Software
                                            ","proasistemas@helisa.com  
                       "," www.helisa.com  
                                        
","Cl 58B 18-30  
                                       ","3144840  
    ",
"Julieth Ortega","Julieth Ortega","Procálculo prosis s.a.
                            ","JO","Procálculo prosis s.a.
                            ","Bogotá
                                            ","Capacitación y entrenamiento organizacional
                                            ","webmaster@procalculo.com  
                      "," www.procalculo.com  
                                     ","Cr 12 90-20 P 6  
                                    ","6387272  
    ",
"Julieth Ortega","Julieth Ortega","Procesos técnicos ltda.
                         ","JO","Procesos técnicos ltda.
                         ","Cali
                                            ","Etiquetas, Artículos para publicidad, Código de barras
                                            ","procesosltda@telesat.com.co  
                   ",,"Cl 36 3-45  
                                        C","4438803  
    ",
"Julieth Ortega","Julieth Ortega","Process on line s.a.s.
                              ","JO","Process on line s.a.s.
                              ","Medellín
                                            ","Software para gestión empresarial
                                            ","info@process-on-line.com  
                      "," www.process-on-line.com  
                                ","Cr 48 25AA Sur-70 Of 504 Complex Las Vegas  
         ","6041210  
    ",
"Julieth Ortega","Julieth Ortega","Procibernética s.a.
                               ","JO","Procibernética s.a.
                               ","Bogotá
                                            ","Software
                                            ","sac@pro-cibernetica.com.co  
                    "," www.procibernetica.com.co  
                              ","Cr 9 73-44 Of 201  
                                  ","3136500  
    ",
"Julieth Ortega","Julieth Ortega","Proclean de colombia s.a.
                         ","JO","Proclean de colombia s.a.
                         ","Bogotá
                                            ","Dispensadores de jabón
                                            ","proclean@cable.net.co  
                         ",,"Cl 134 16-24  
                                       ","6159588  
    ",
"Julieth Ortega","Julieth Ortega","Procoformas s.a.
                                    ","JO","Procoformas s.a.
                                    ","Medellín
                                            ","Formas continuas
                                            ","procoformas@epm.net.co - procoformas@une.net.co  
",,"Cl 37B 42-283  
                                      ","3711577  
    ",
"Julieth Ortega","Julieth Ortega","Procolguantes ltda.
                               ","JO","Procolguantes ltda.
                               ","Bogotá
                                            ","Guantes
                                            ","procolguantes@hotmail.com  
                     "," www.procolguantesltda.com.co  
                           ","Cr 18 19-11 L 03  
                                   ","2861420  
    ","3420063  
    "
"Julieth Ortega","Julieth Ortega","Prodescol ltda.
                                 ","JO","Prodescol ltda.
                                 ","Cali
                                            ","Muebles metálicos, Muebles para oficina, Archivadores
                                            ","ventas@prodescol.com - prodescol@gmail.com  
    "," www.prodescol.com  
                                      ","Cr 34A 40-25/27 Planta y Of Zona Industrial - Palmira  ","3128432319  
 ","2712484  
    "
"Julieth Ortega","Julieth Ortega","Prodescol ltda.
                                    ","JO","Prodescol ltda.
                                    ","Palmira
                                            ","Muebles metálicos, Muebles para oficina
                                            ","ventas@prodescol.com - prodescol@gmail.com  
    "," www.prodescol.com  
                                      ","Cr 34A 40-25/27 Planta y Of Zona Industrial  
        ","3128432319  
 ","2712484  
    "
"Julieth Ortega","Julieth Ortega","Prodeseg s.a.
                                     ","JO","Prodeseg s.a.
                                     ","Bogotá
                                            ","Alarmas, Dotaciones industriales, Equipos contra incendio, Extintores
                                            ","info@prodeseg.com.co - marketing@prodeseg.com.co  "," www.prodeseg.com.co  
                                    ","Cl 106 59-20 C. Cial Puente Largo - Centro de Negocios ","7464544  
    ","4137674  
    "
"Julieth Ortega","Julieth Ortega","Prodetel s.a.
                                     ","JO","Prodetel s.a.
                                     ","Bogotá
                                            ","Citofonía
                                            ","prodetel@hotmail.com  
                          "," www.prodetel.com.co  
                                    ","Cr 82 24D-26  
                                       ","5473990  
    ","4168550  
    "
"Julieth Ortega","Julieth Ortega","Prodex s.a.
                                            ","JO","Prodex s.a.
                                            ","Dosquebradas
                                            ","Artículos para aseo y cafetería
                                            ","mercadeo@prodex.com.co  
                        "," www.prodex.com.co  
                                      ","Cl 25 10-44 Zona Ind Balalaika  
                     ","3228243  
    ","3224644  
    "
"Julieth Ortega","Julieth Ortega","Prodicauchos ltda.
                                ","JO","Prodicauchos ltda.
                                ","Bogotá
                                            ","Guantes
                                            ","prodi@prodicauchos.com  
                        "," www.prodicauchos.com  
                                   ","Dg 6 Bis 5-01 Soacha  
                               ","7113666  
    ",
"Julieth Ortega","Julieth Ortega","Prodiquim ltda..
                                    ","JO","Prodiquim ltda..
                                    ","Sabaneta
                                            ","Pegantes
                                            ","prodiquimltda@une.net.co  
                      "," www.prodiquim.com  
                                      ","Cr 47E 78CSur-66  
                                   ","4480150  
    ",
"Julieth Ortega","Julieth Ortega","Prodiser ltda.
                                      ","JO","Prodiser ltda.
                                      ","Medellín
                                            ","Puertas, Puertas corta fuego, Puertas de pvc, Puertas de seguridad, Puertas electrónicas
                                            ","info@prodiser.com  
                             "," www.prodiser.com  
                                       ","Cr 52 7Sur-85  
                                      ","2852637  
    ",
"Julieth Ortega","Julieth Ortega","Producajas ltda.
                                       ","JO","Producajas ltda.
                                       ","Bucaramanga
                                            ","Cajas para archivo
                                            ","producajasltda@hotmail.com  
                    "," www.producajas.com  
                                     ","cl 19 16-32 barrio san francisco  
                   ","6719823  
    ","6713625  
    "
"Julieth Ortega","Julieth Ortega","Producción de maderas técnicas e.u. - promatec
  ","JO","Producción de maderas técnicas e.u. - promatec
  ","Cali
                                            ","Puertas
                                            ","promatec_eu@hotmail.com  
                       ",,"Cr 39 19-11  
                                        ","3359791  
    ","3371715  
    "
"Julieth Ortega","Julieth Ortega","Producciones club video 76 & cía. ltda.
                 ","JO","Producciones club video 76 & cía. ltda.
                 ","Barranquilla
                                            ","Alquiler de equipos audiovisuales
                                            ","video76@hotmail.com  
                           ",,"Cl 72 57-33 Of 301  
                                 ","3103622512  
 ","3683800  
    "
"Julieth Ortega","Julieth Ortega","Producciones gs ltda.
                             ","JO","Producciones gs ltda.
                             ","Bogotá
                                            ","Alquiler de equipos audiovisuales
                                            ","produccionesgsltda@yahoo.com - comercial@produccio",,"Cr 44 5A-47  
                                        ","2623696  
    ","4460279  
    "
"Julieth Ortega","Julieth Ortega","Producciones lujo
                                   ","JO","Producciones lujo
                                   ","Montería
                                            ","Divisiones para oficina
                                            ","produccioneslujomonteria@hotmail.com  
          ",,"Cl 24 10-52  
                                        ","7820243  
    ",
"Julieth Ortega","Julieth Ortega","Producryl ltda.
                                   ","JO","Producryl ltda.
                                   ","Bogotá
                                            ","Avisos plásticos
                                            ","producryl@yahoo.com  
                           ",,"Cr 23 9-49 P 1  
                                     ","3711719  
    ","3701219  
    "
"Julieth Ortega","Julieth Ortega","Productiva de colombia ltda.
                      ","JO","Productiva de colombia ltda.
                      ","Bogotá
                                            ","Asesorías y consultorías en gestión empresarial
                                            ","informacion@eproductiva.com  
                   "," www.eproductiva.com  
                                    ","Cl 39 29-36 Of 301  
                                 ","3686122  
    ","2682043  
    "
"Julieth Ortega","Julieth Ortega","Productividad empresarial
                         ","JO","Productividad empresarial
                         ","Bogotá
                                            ","Empleados temporales, Pagos de nómina, Outsourcing de nómina
                                            ","ger.comercial@productividadempresarial.com.co  
 "," www.productividadempresarial.com.co  
                    ","Cr 15 63A-05  
                                       ","3458077  
    ",
"Julieth Ortega","Julieth Ortega","Productora agroindustrial de alimentos ltda.
      ","JO","Productora agroindustrial de alimentos ltda.
      ","Bogotá
                                            ","Productos alimenticios
                                            ","pag309@hotmail.com  
                            ",,"Cr 58 70B-29  
                                       ","2400109  
    ",
"Julieth Ortega","Julieth Ortega","Productora de abrasivos ltda.
                        ","JO","Productora de abrasivos ltda.
                        ","Manizales
                                            ","Cintas adhesivas
                                            ","carborundum@colomsat.net.co  
                   "," www.carborundum.com.co  
                                 ","Cl 52 22-52  
                                        ","3137443524  
 ",
"Julieth Ortega","Julieth Ortega","Productora de abrasivos ltda.
                     ","JO","Productora de abrasivos ltda.
                     ","Bogotá
                                            ","Ferreterías
                                            ","cliente.carborundum@saint-gobain.com.co  
       "," www.carborundum.com.co  
                                 ","km 20 carretera occidente vía madrid (mosquera)  
    ","8933997  
    ",
"Julieth Ortega","Julieth Ortega","Productora de cables procables ltda.
                    ","JO","Productora de cables procables ltda.
                    ","Barranquilla
                                            ","Cableado estructurado
                                            ","ksierra@procables.com.co  
                      "," www.procables.com.co  
                                   ","Vía 40 76-188  
                                      ","3619000  
    ","3688333  
    "
"Julieth Ortega","Julieth Ortega","Productora de jabones s.a.
                        ","JO","Productora de jabones s.a.
                        ","Itagüí
                                            ","Detergentes
                                            ","projabones@une.net.co  
                         ",,"Cl 26 41-65  
                                        ","2813122  
    ",
"Julieth Ortega","Julieth Ortega","Productora de jugos s.a.
                         ","JO","Productora de jugos s.a.
                         ","Tuluá
                                            ","Productos alimenticios
                                            ","projugos@postobon.com.co  
                      ",,"Cl 48 21-100  
                                       ","2253153  
    ",
"Julieth Ortega","Julieth Ortega","Productora de software s.a.
                       ","JO","Productora de software s.a.
                       ","Bogotá
                                            ","Acceso, integración y migración de aplicaciones de sistemas, Administración de datos, Capacitación de software, Capacitación de hardware, Business intelligence - bi, Customer relationship management - crm, Software
                                            ","psl@psl.com.co  
                                "," www.psl.com.co  
                                        
","Cl 98 22-64 Of 1112 Edif Calle 100  
                 ","6237288  
    ","6234199  
    "
"Julieth Ortega","Julieth Ortega","Productora de software s.a. - p.s.l. s.a.
           ","JO","Productora de software s.a. - p.s.l. s.a.
           ","Medellín
                                            ","Acceso, integración y migración de aplicaciones de sistemas, Administración de datos, Capacitación de software, Capacitación de hardware, Business intelligence - bi, Computadores y partes periféricas, Customer relationship management - crm, Software
                                            ","psl@psl.com.co  
                                "," www.psl.com.co  
                                        
","Cr 42 Autop Sur 72-11 P 4  
                          ","3722022  
    ",
"Julieth Ortega","Julieth Ortega","Productora estelar de textiles startex s.a.
       ","JO","Productora estelar de textiles startex s.a.
       ","Bogotá
                                            ","Telas para muebles
                                            ","startex@etb.net.co  
                            ",,"Cr 65B 17A-20  
                                      ","4204846  
    ","2907955  
    "
"Julieth Ortega","Julieth Ortega","Productora lule sas
                                     ","JO","Productora lule sas
                                     ","Barranquilla
                                            ","Pinturas
                                            ","prolule@metrotel.net.co  
                       "," www.prolule.com  
                                        ","Cl 73  Vía 40-109  
                                  ","3692109  
    ",
"Julieth Ortega","Julieth Ortega","Productora nacional de calcomanías ltda.
        ","JO","Productora nacional de calcomanías ltda.
        ","Cali
                                            ","Artículos para publicidad
                                            ","pnccalcomanias@hotmail.com  
                    ",,"Cl 9 16-14  
                                        C","6803478  
    ","5570163  
    "
"Julieth Ortega","Julieth Ortega","Productos alimenticios arcoiris ltda.
               ","JO","Productos alimenticios arcoiris ltda.
               ","Medellín
                                            ","Productos alimenticios
                                            ","arcoiris@une.net.co  
                           ",,"Cr 65 72-164  
                                       ","4427637  
    ","4427424  
    "
"Julieth Ortega","Julieth Ortega","Productos alimenticios delicheff
                    ","JO","Productos alimenticios delicheff
                    ","Medellín
                                            ","Productos alimenticios
                                            ","delicheff@une.net.co  
                          ",,"Cl 2A 55-35  
                                        ","4440909  
    ","2553486  
    "
"Julieth Ortega","Julieth Ortega","Productos alimenticios konfit s.a.
                  ","JO","Productos alimenticios konfit s.a.
                  ","Medellín
                                            ","Productos alimenticios
                                            ","konfyt@une.net.co  
                             "," www.konfyt.com  
                                        
","Cr 52B 8Sur-31  
                                     ","3619941  
    ","3615067  
    "
"Julieth Ortega","Julieth Ortega","Productos alimenticios mil delicias s.a.
            ","JO","Productos alimenticios mil delicias s.a.
            ","Rionegro
                                            ","Productos alimenticios
                                            ","mildelicias@hotmail.com  
                       "," www.mildelicias.com  
                                    ","Km 36 Vía Medellín Bogotá Vereda La Playa  
          ",,
"Julieth Ortega","Julieth Ortega","Productos alimenticios pepita
                       ","JO","Productos alimenticios pepita
                       ","Medellín
                                            ","Productos alimenticios
                                            ","pepita@une.net.co  
                             ",,"Cr 75 30A-26  
                                       ","3436633  
    ","2386689  
    "
"Julieth Ortega","Julieth Ortega","Productos alimenticios sary s.a.
                    ","JO","Productos alimenticios sary s.a.
                    ","Medellín
                                            ","Productos alimenticios
                                            ","sary@normas.net  
                               "," www.productossary.com  
                                  ","Cr 56 29-60  
                                        ","2655020  
    ",
