"Source","Owner","First Name","Last Name","Company Name","City","information","Email","Website","Address","Work Phone","Mobile"
"Julieth Ortega","Julieth Ortega","Confecciones antospi
                                 ","JO","Confecciones antospi
                                 ","Manizales
                                            ","Cachuchas, gorras y sombreros, Ropa de trabajo, Uniformes
                                            ","confantospimzl@hotmail.com  
                    ",,"Cr 24 55-91  
                                        ","8852967  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones argos
                                ","JO","Confecciones argos
                                ","Bogotá
                                            ","Camisetas
                                            ","argosrojasa@hotmail.com  
                       ",,"Cl 51 23-43  
                                        ","3103027  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones argos
                                 ","JO","Confecciones argos
                                 ","Pereira
                                            ","Calzado
                                            ","confeccionesargos@hotmail.com  
                 ",,"Cl 43 8B-22  
                                        ","3266790  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones asturias y cía. ltda.
                  ","JO","Confecciones asturias y cía. ltda.
                  ","Medellín
                                            ","Blusas
                                            ","asturias11@une.net.co  
                         ",,"Cl 34B 85-66  
                                       ","4111093  
    ","4138308  
    "
"Julieth Ortega","Julieth Ortega","Confecciones avalos
                                 ","JO","Confecciones avalos
                                 ","Medellín
                                            ","Ropa para dama
                                            ","paticosjeans@yahoo.es  
                         ",,"Cr 8A 54-64 Apto 301  
                               ","2937615  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones aviltex
                              ","JO","Confecciones aviltex
                              ","Bogotá
                                            ","Camisetas
                                            ","pedidos@aviltex.com  
                           "," www.aviltex.com  
                                        ","Cr 69A 19-47 Sur  
                                   ","2600781  
    ","2602481  
    "
"Julieth Ortega","Julieth Ortega","Confecciones bellow s.a.
                            ","JO","Confecciones bellow s.a.
                            ","Medellín
                                            ","Ropa para dama
                                            ","cbellow@une.net.co  
                            ",,"Tr 49C 59-126  
                                      ","5124786  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones blusmar ltda.
                        ","JO","Confecciones blusmar ltda.
                        ","Bogotá
                                            ","Ropa para dama
                                            ","marielletesoreria@hotmail.com  
                 ",,"Cl 18A 69-52  
                                       ","6153355  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones cadena's ltda.
                       ","JO","Confecciones cadena's ltda.
                       ","Bogotá
                                            ","Overoles
                                            ","menuro@hotmail.com  
                            ",,"Cr 58 5A-79  
                                        ","2623883  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones caribean s.a.s.
                      ","JO","Confecciones caribean s.a.s.
                      ","Ibagué
                                            ","Blusas, Camisas, Pantalones, Ropa para dama
                                            ","gerencia@confeccionescaribean.com  
             "," www.confeccionescaribean.com  
                           ","Cr 6 17-13  
                                        C","2610496  
    ","2637016  
    "
"Julieth Ortega","Julieth Ortega","Confecciones cathy ltda.
                          ","JO","Confecciones cathy ltda.
                          ","Ibagué
                                            ","Camisetas, Ropa para dama
                                            ","confeccionescathyltda@gmail.com  
               ",,"Cl 28A 4CBis-23 Barrio Hipódromo  
                   ","3187077623  
 ","2644541  
    "
"Julieth Ortega","Julieth Ortega","Confecciones cheaper's
                          ","JO","Confecciones cheaper's
                          ","Cali
                                            ","Ropa de trabajo, Uniformes
                                            ","gabrielromero2010@hotmail.com  
                 ",,"Cr 39 7-35  
                                        C","5144353  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones cheverony
                              ","JO","Confecciones cheverony
                              ","Envigado
                                            ","Ropa para dama
                                            ","elibaroperdomo@yahoo.es  
                       ",,"Cl 41AA Sur 29A-53  
                                 ","3312708  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones clío
                                   ","JO","Confecciones clío
                                   ","Medellín
                                            ","Blusas, Camisetas
                                            ","confeccionesclio@une.net.co  
                   "," www.clioropamaterna.com  
                                ","Tr 49C 59-62 P 4  
                                   ","5141858  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones cmc
                                  ","JO","Confecciones cmc
                                  ","Bogotá
                                            ","Dotaciones industriales
                                            ","confeccionescmc@gmail.com  
                     ",,"Tr 19B -2-10  
                                       ","2331576  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones coral ltda.
                          ","JO","Confecciones coral ltda.
                          ","Ibagué
                                            ","Camisas
                                            ","ventas@confeccionescoral.com.co  
               "," www.confeccionescoral.com  
                              ","Cr 4 13-45  
                                        C","2610165  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones crear e.u.
                                 ","JO","Confecciones crear e.u.
                                 ","Dosquebradas
                                            ","Uniformes
                                            ","confeccionescrear@hotmail.com  
                 ",,"Cl 21 16-30 La Pradera Dosquebradas  
                ","3154121  
    ","3439606  
    "
"Julieth Ortega","Julieth Ortega","Confecciones digor
                                 ","JO","Confecciones digor
                                 ","Ipiales
                                            ","Ropa de trabajo
                                            ","armandodigor777@hotmail.com  
                   ",,"Cr 2 20-20  
                                        C","7738871  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones divel's
                              ","JO","Confecciones divel's
                              ","Bogotá
                                            ","Calzado, Camisas, Corbatas, Chaquetas, Dotaciones industriales
                                            ","confeccionesdivels@hotmail.com  
                "," www.confeccionesdivels.com  
                             ","Cl 23F 97-51  
                                       ","4186048  
    ","4180911  
    "
"Julieth Ortega","Julieth Ortega","Confecciones dolce & dolce by dordary
               ","JO","Confecciones dolce & dolce by dordary
               ","Medellín
                                            ","Blusas
                                            ","dordarytienda@hotmail.com  
                     ",,"Cl 48 53-69 L 432  
                                  ","2316873  
    ","5140541  
    "
"Julieth Ortega","Julieth Ortega","Confecciones dureza
                               ","JO","Confecciones dureza
                               ","Bogotá
                                            ","Overoles, Ropa de trabajo
                                            ","dureza_victorromero@hotmail.com  
               ",,"Cl 8 Sur 31 A-48  
                                   ","7206203  
    ","2020905  
    "
"Julieth Ortega","Julieth Ortega","Confecciones e inversiones del caribe s. en c. s.
       ","JO","Confecciones e inversiones del caribe s. en c. s.
       ","Barranquilla
                                            ","Cachuchas, gorras y sombreros
                                            ","chinacaps@hotmail.com  
                         ",,"Cl 75 73-43 Esq  
                                    ","3530907  
    ","3530403  
    "
"Julieth Ortega","Julieth Ortega","Confecciones edwark
                                ","JO","Confecciones edwark
                                ","Ipiales
                                            ","Ropa para dama
                                            ","confeccionedwark@hotmail.com  
                  ",,"Cl 16 1-20  
                                        C","7735504  
    ","7733334  
    "
"Julieth Ortega","Julieth Ortega","Confecciones el industrial ltda.
                        ","JO","Confecciones el industrial ltda.
                        ","Barranquilla
                                            ","Overoles, Ropa de trabajo, Uniformes
                                            ","confelin27@hotmail.com  
                        "," www.confeccioneselindustrial.com  
                       ","Cr 38 51-36  
                                        ","3400319  
    ","3407585  
    "
"Julieth Ortega","Julieth Ortega","Confecciones el pañalín
                                 ","JO","Confecciones el pañalín
                                 ","Barranquilla
                                            ","Ropa para dama, Ropa para hombre
                                            ","elsycabarcas@hotmail.com  
                      ",,"Cr 64 94-127 Apto 2A  
                               ","3528660  
    ","3007093237  
 "
"Julieth Ortega","Julieth Ortega","Confecciones el rosal ltda.
                       ","JO","Confecciones el rosal ltda.
                       ","Cúcuta
                                            ","Ropa para hombre
                                            ","conrosal1@telecom.com.co  
                      ",,"Av 7 11-60  
                                        C","5718027  
    ","5719181  
    "
"Julieth Ortega","Julieth Ortega","Confecciones emanuel diseños
                      ","JO","Confecciones emanuel diseños
                      ","Bogotá
                                            ","Uniformes
                                            ","confemanuel@hotmail.com  
                       ",,"Cr 21 14-18 Sur  
                                    ","3616294  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones export jeans s.a.
                      ","JO","Confecciones export jeans s.a.
                      ","Medellín
                                            ","Pantalones
                                            ","exportjeans@une.net.co  
                        ",,"Cr 52 48-45 L 426  
                                  ","5114305  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones florentino s.a.
                       ","JO","Confecciones florentino s.a.
                       ","Pereira
                                            ","Camisas
                                            ","confeccionesflorentino@hotmail.com  
            ",,"Av 30 de Agosto 39B-21  
                             ","3296115  
    ","3291144  
    "
"Julieth Ortega","Julieth Ortega","Confecciones flórez avendaño ltda.
                  ","JO","Confecciones flórez avendaño ltda.
                  ","Medellín
                                            ","Ropa para dama
                                            ","florezst7@hotmail.com  
                         ",,"Cl 50 52-22 Of 205  
                                 ","9533856  
    ","2310777  
    "
"Julieth Ortega","Julieth Ortega","Confecciones fusión
                                 ","JO","Confecciones fusión
                                 ","Medellín
                                            ","Blusas
                                            ","luzda1230@hotmail.com  
                         ",,"Cr 65A 32D 53  
                                      ","3163237081  
 ","2354021  
    "
"Julieth Ortega","Julieth Ortega","Confecciones gales s.a.
                            ","JO","Confecciones gales s.a.
                            ","Pereira
                                            ","Camisas
                                            ","confegales@hotmail.com  
                        ",,"Cr 5 27-66 L 1  
                                     ","3296838  
    ","3355588  
    "
"Julieth Ortega","Julieth Ortega","Confecciones gegara ltda.
                          ","JO","Confecciones gegara ltda.
                          ","Palmira
                                            ","Ropa para dama
                                            ","gerara@gmail.com  
                              ",,"Cr 25 37-26 Barrio Obrero  
                          ","2755387  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones gin tonic
                              ","JO","Confecciones gin tonic
                              ","Medellín
                                            ","Camisas
                                            ","gerencia@confeccionestonico.com  
               "," www.confeccionestonico.com  
                             ","Cr 67A 48D-29  
                                      ","2607534  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones gregorio ballén
                       ","JO","Confecciones gregorio ballén
                       ","Pereira
                                            ","Camisetas
                                            ","gregoriojeans@hotmail.com  
                     ",,"Cr 16 9-40 C. Cial e Industrial La Popa L 5 Dosquebrada","3302849  
    ","3301292  
    "
"Julieth Ortega","Julieth Ortega","Confecciones h. jota ltda.
                          ","JO","Confecciones h. jota ltda.
                          ","Medellín
                                            ","Faldas, Ropa para dama
                                            ","confeccioneshj@une.net.co  
                     ",,"Cl 28 73-32  
                                        ","2351556  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones imperio
                              ","JO","Confecciones imperio
                              ","Maicao
                                            ","Uniformes
                                            ","confeccionesimperio1975@yahoo.es  
              ",,"Cr 12 15-57  
                                        ","3106400658  
 ","7260325  
    "
"Julieth Ortega","Julieth Ortega","Confecciones industriales
                          ","JO","Confecciones industriales
                          ","Popayán
                                            ","Overoles
                                            ","lccsuministros@hotmail.com  
                    ",,"Cl 11 Norte 9-112  
                                  ","8300195  
    ","8230065  
    "
"Julieth Ortega","Julieth Ortega","Confecciones industriales maxguantes
              ","JO","Confecciones industriales maxguantes
              ","Bogotá
                                            ","Guantes
                                            ","maxguantesltda@hotmail.com  
                    ",,"Cl 69B Sur 89-27  
                                   ","7231349  
    ","5730683  
    "
"Julieth Ortega","Julieth Ortega","Confecciones industriales suramérica ltda.
        ","JO","Confecciones industriales suramérica ltda.
        ","Bogotá
                                            ","Ropa de trabajo
                                            ","suramericaltda@etb.net.co  
                     ",,"Cr 90B 71 A-33  
                                     ","4381180  
    ","4363258  
    "
"Julieth Ortega","Julieth Ortega","Confecciones ine sport
                               ","JO","Confecciones ine sport
                               ","Cartagena
                                            ","Camisetas
                                            ","ine-sport-0911@hotmaill.com  
                   ",,"Cl Nueva 27-46 Barrio La Quinta  
                    ","3114037029  
 ","3157466904  
 "
"Julieth Ortega","Julieth Ortega","Confecciones isa moda ltda.
                     ","JO","Confecciones isa moda ltda.
                     ","Cali
                                            ","Uniformes
                                            ","isamoda@telesat.com.co  
                        ",,"Cl 5A 22-39 L 203  
                                  ","5580109  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones j.r. ltda.
                             ","JO","Confecciones j.r. ltda.
                             ","Medellín
                                            ","Ropa para dama
                                            ","jrltda3@hotmail.com  
                           ",,"Cl 79 52D-153 Itaguí  
                               ","2779200  
    ","2815067  
    "
"Julieth Ortega","Julieth Ortega","Confecciones jaroset
                                ","JO","Confecciones jaroset
                                ","Medellín
                                            ","Ropa para dama
                                            ","muyalamoda.sa@hotmail.com  
                     ",,"Cl 46 53-64 L 104  
                                  ","5121698  
    ","2310124  
    "
"Julieth Ortega","Julieth Ortega","Confecciones johanny
                                ","JO","Confecciones johanny
                                ","Medellín
                                            ","Ropa para dama
                                            ","cjohanny@une.net.co  
                           ",,"Cr 43F 14-45  
                                       ","5837372  
    ","3520188  
    "
"Julieth Ortega","Julieth Ortega","Confecciones johans
                               ","JO","Confecciones johans
                               ","Cúcuta
                                            ","Ropa para dama
                                            ","confeccionesjohans19@hotmail.com  
              ",,"Av 5 8N-64 Zona Ind  
                                ","5792133  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones liber'g
                            ","JO","Confecciones liber'g
                            ","Cali
                                            ","Dotaciones para clínicas y hospitales, Ropa de trabajo
                                            ","libergdotaciones@yahoo.com - confeccioneslg@starme"," www.libergconfecciones.com  
                             ","Cr 7N 49-03 Norte  
                                  ","4463403  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones lord s.a.
                                  ","JO","Confecciones lord s.a.
                                  ","Barranquilla
                                            ","Pantalones
                                            ","lord@lord.com.co  
                              "," www.lord.com.co  
                                        ","Cr 74 76-150  
                                       ","3685522  
    ","3531514  
    "
"Julieth Ortega","Julieth Ortega","Confecciones lumax
                                  ","JO","Confecciones lumax
                                  ","Medellín
                                            ","Ropa para dama
                                            ","confeccioneslumax@geo.net.co  
                  ",,"Cl 48 53-84 L 110 Pasaje las Confecciones  
          ","5117632  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones lumys
                                      ","JO","Confecciones lumys
                                      ","Barranquilla
                                            ","Ropa para dama
                                            ","raquelitacampo@yahoo.es  
                       ",,"Cl 23 3 D-18  
                                       ","3126355328  
 ","3750631  
    "
"Julieth Ortega","Julieth Ortega","Confecciones luthier s.a.
                           ","JO","Confecciones luthier s.a.
                           ","Medellín
                                            ","Faldas
                                            ","luthiersa@hotmail.com  
                         ",,"Tr 49C 59-57  
                                       ","2510360  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones m.c. ltda.
                           ","JO","Confecciones m.c. ltda.
                           ","Bogotá
                                            ","Ropa de trabajo
                                            ","confeccionesmc@etb.net.co  
                     ",,"Cr 19 23A-37  
                                       ","3683955  
    ","3683952  
    "
"Julieth Ortega","Julieth Ortega","Confecciones maracaibo
                                 ","JO","Confecciones maracaibo
                                 ","Bucaramanga
                                            ","Ropa de trabajo
                                            ","amymantilla@gmail.com  
                         ",,"Cr 20 13-46  
                                        ","6717173  
    ","6717173  
    "
"Julieth Ortega","Julieth Ortega","Confecciones marín leo e.u.
                     ","JO","Confecciones marín leo e.u.
                     ","Cali
                                            ","Camisetas
                                            ","marinleoeu@yahoo.es  
                           ",,"Cl 59A 2-122  
                                       ","4474208  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones meicy s.a.
                         ","JO","Confecciones meicy s.a.
                         ","Cali
                                            ","Uniformes
                                            ","gerencia@meicy.com  
                            ",,"Cr 24A 6-90  
                                        ","5145500  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones mercurio s.a.
                        ","JO","Confecciones mercurio s.a.
                        ","Itagüí
                                            ","Ropa para dama
                                            ","mercurios.a@une.net.co  
                        ",,"Cl 81A 52DD-35  
                                     ","3624503  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones migrans
                              ","JO","Confecciones migrans
                              ","Bogotá
                                            ","Uniformes
                                            ","confecmigrans@gmail.com  
                       ",,"Dg 52A Sur 52-29  
                                   ","6963068  
    ","7135545  
    "
"Julieth Ortega","Julieth Ortega","Confecciones miles & cía. ltda.
                 ","JO","Confecciones miles & cía. ltda.
                 ","Cali
                                            ","Overoles, Ropa de trabajo, Uniformes
                                            ","confemiles@hotmail.com  
                        ",,"Av 3 Bis 24N-59 Barrio San Vicente  
                 ","6683973  
    ","6685671  
    "
"Julieth Ortega","Julieth Ortega","Confecciones mónica maría
                       ","JO","Confecciones mónica maría
                       ","Cali
                                            ","Ropa para dama
                                            ","momaherrera@hotmail.com  
                       ",,"Cl 13B 23A-18  
                                      ","5578914  
    ","5585130  
    "
"Julieth Ortega","Julieth Ortega","Confecciones monthelier ltda.
                     ","JO","Confecciones monthelier ltda.
                     ","Bogotá
                                            ","Camisas, Camisetas, Corbatas, Pantalones, Ropa para hombre
                                            ","ventas@monthelier.com  
                         "," www.monthelier.com  
                                     ","Av (Cr) 50 29B-05 Sur Barrio Santa Rita  
            ","7207304  
    ","2029049  
    "
"Julieth Ortega","Julieth Ortega","Confecciones muñoz
                                   ","JO","Confecciones muñoz
                                   ","Cartagena
                                            ","Uniformes
                                            ","comfecionesmunoz01@hotmail.com  
                "," wwwconfecionesmuñoz.com  
                                ","Barrio Getsemaní Cl Tripita y Media 31-61  
          ","6644564  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones nervog
                               ","JO","Confecciones nervog
                               ","Bogotá
                                            ","Ropa de trabajo
                                            ","confnervog@yahoo.com  
                          ",,"Cl 71 15-21  
                                        ","3103481  
    ","2171615  
    "
"Julieth Ortega","Julieth Ortega","Confecciones nova ltda.
                         ","JO","Confecciones nova ltda.
                         ","Cali
                                            ","Camisas
                                            ","confeccionesnovaltda@une.net.co  
               "," www.confeccionesnovaltda.com  
                           ","Cr 7 Norte 52-112  
                                  ",": 4464631  
  ","4464631  
    "
"Julieth Ortega","Julieth Ortega","Confecciones nurvic
                                 ","JO","Confecciones nurvic
                                 ","Medellín
                                            ","Pantalones
                                            ","gerencia@nurvic.com  
                           "," www.nurvic.com  
                                        
","Cr 67B 56B-87  
                                      ","4666210  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones or line
                                ","JO","Confecciones or line
                                ","Medellín
                                            ","Camisas
                                            ","confeccionesorline@une.net.co  
                 ",,"Cl 50 55-50 Of 401C  
                                ","5129594  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones papris
                               ","JO","Confecciones papris
                               ","Cúcuta
                                            ","Ropa para dama
                                            ","confeccionespapris@yahoo.com  
                  ",,"Av 7 10-72 L 206  
                                   ","5715222  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones pibox e.u.
                                 ","JO","Confecciones pibox e.u.
                                 ","Barranquilla
                                            ","Ropa para dama
                                            ","pibox_eu@hotmail.com  
                          ",,"Cr 52 76-183 P 2  
                                   ","3588635  
    ","3589700  
    "
"Julieth Ortega","Julieth Ortega","Confecciones pierre d' agostiny confección ltda.
  ","JO","Confecciones pierre d' agostiny confección ltda.
  ","Bogotá
                                            ","Pantalones
                                            ","pdagostiny@etb.net.co  
                         ",,"Cl 71B 83-08  
                                       ","8050651  
    ","2520946  
    "
"Julieth Ortega","Julieth Ortega","Confecciones pijao
                              ","JO","Confecciones pijao
                              ","Cali
                                            ","Dotaciones industriales, Ropa de trabajo, Ropa hospitalaria
                                            ","admon@confeccionespijao.com  
                   "," www.confeccionespijao.com  
                              ","Cr 44 5C-142  
                                       ","4006997  
    ","5136440  
    "
"Julieth Ortega","Julieth Ortega","Confecciones pucceti ltda.
                        ","JO","Confecciones pucceti ltda.
                        ","Bogotá
                                            ","Uniformes
                                            ","confeccionespucceti@hotmail.com  
               ",,"Cl 105 47-21  
                                       ","6368080  
    ","6164770  
    "
"Julieth Ortega","Julieth Ortega","Confecciones puerto's ltda.
                       ","JO","Confecciones puerto's ltda.
                       ","Bogotá
                                            ","Dotaciones industriales, Ropa para hombre, Uniformes
                                            ","confeccionespuertos@gmail.com  
                 ",,"Cl 63D 28A-94 P 3  
                                  ","3456618  
    ","3457939  
    "
"Julieth Ortega","Julieth Ortega","Confecciones punto cien ltda.
                     ","JO","Confecciones punto cien ltda.
                     ","Bogotá
                                            ","Camisetas, Ropa para hombre
                                            ","ventas@puntocien.com  
                          "," www.puntocien.com  
                                      ","Cr 60D 98A -39  
                                     ","5336042  
    ","2188681  
    "
"Julieth Ortega","Julieth Ortega","Confecciones rb
                                   ","JO","Confecciones rb
                                   ","Bogotá
                                            ","Camisas
                                            ","confeccionesrb@hotmail.com  
                    "," www.confeccionesrb.com  
                                 ","Dg 46 Sur 51-24 P 4 Barrio: Venecia  
                ","5641902  
    ","2309029  
    "
"Julieth Ortega","Julieth Ortega","Confecciones romady
                              ","JO","Confecciones romady
                              ","Pasto
                                            ","Ropa para hombre
                                            ","conf_romady@hotmail.com  
                       "," www.romady.com  
                                        
","Cl 18 12-53  
                                        ","7210113  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones rosdi ltda.
                          ","JO","Confecciones rosdi ltda.
                          ","Bogotá
                                            ","Uniformes
                                            ","confeccionesrosdiltda@yahoo.com  
               ",,"Cl 53 73-68  
                                        ","2632529  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones rucha ltda.
                        ","JO","Confecciones rucha ltda.
                        ","Cali
                                            ","Dotaciones industriales, Ropa de trabajo, Seguridad industrial
                                            ","rucha@emcali.net.co  
                           ",,"Cl 34 12-36  
                                        ","4433993  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones rythuss
                                ","JO","Confecciones rythuss
                                ","Medellín
                                            ","Ropa para dama
                                            ","rythuss@grupo-gemar.com  
                       ",,"Tr 49C 59-58 P2  
                                    ","5142929  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones saday
                                  ","JO","Confecciones saday
                                  ","Medellín
                                            ","Ropa para dama
                                            ","ventas@sadaymoda.com  
                          "," www.sadaymoda.com  
                                      ","Tr 49C 59-44 Bdg 201  
                               ","2932160  
    ","2318161  
    "
"Julieth Ortega","Julieth Ortega","Confecciones shiaparelli ltda.
                      ","JO","Confecciones shiaparelli ltda.
                      ","Medellín
                                            ","Chaquetas
                                            ","oshiaparelli@hotmail.com  
                      ",,"Cl 40 101 A-102  
                                    ","2533603  
    ","4963377  
    "
"Julieth Ortega","Julieth Ortega","Confecciones sierra alta
                           ","JO","Confecciones sierra alta
                           ","Armenia
                                            ","Ropa para hombre
                                            ","info@elvn11.com  
                               "," www.elvn11.com  
                                        
","Cl 23 19-04 P 2  
                                    ","7412005  
    ","7412245  
    "
"Julieth Ortega","Julieth Ortega","Confecciones superdril ltda.
                      ","JO","Confecciones superdril ltda.
                      ","Bogotá
                                            ","Overoles
                                            ","confecciones_superdril@hotmail.com  
            ",,"Cl 8 Sur 31 B-48  
                                   ","2020905  
    ","7206203  
    "
"Julieth Ortega","Julieth Ortega","Confecciones tahos
                                  ","JO","Confecciones tahos
                                  ","Medellín
                                            ","Camisas
                                            ","tahosths@hotmail.com  
                          ",,"Cq 4 70-46  
                                        C","4133570  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones taller 84 ltda.
                      ","JO","Confecciones taller 84 ltda.
                      ","Bogotá
                                            ","Cachuchas, gorras y sombreros
                                            ","edovalencia@hotmail.com  
                       "," www.uniformest84.com  
                                   ","Cr 73A 70-64  
                                       ","3152618932  
 ","4305498  
    "
"Julieth Ortega","Julieth Ortega","Confecciones tefam ltda.
                          ","JO","Confecciones tefam ltda.
                          ","Bogotá
                                            ","Camisetas
                                            ","tefam@cable.net.co  
                            ",,"Cl 14 37 35  
                                        ","2084563  
    ","2084570  
    "
"Julieth Ortega","Julieth Ortega","Confecciones tigreros
                              ","JO","Confecciones tigreros
                              ","Armenia
                                            ","Uniformes
                                            ","glorialeonmurillo@hotmail.com  
                 ",,"Cl 12 14-38  
                                        ","7468614  
    ",
"Julieth Ortega","Julieth Ortega","Confecciones tolima ltda.
                         ","JO","Confecciones tolima ltda.
                         ","Ibagué
                                            ","Camisas, Pantalones
                                            ","jhonpaolo1@etb.net.co  
                         "," wwwzodajhonpaolo@telecom.com.co  
                        ","Av 15 3-78 Int 1  
                                   ","2636546  
    ","2613428  
    "
"Julieth Ortega","Julieth Ortega","Confecciones tónico sport e.u.  
                    ","JO","Confecciones tónico sport e.u.  
                    ","Medellín
                                            ","Camisas, Faldas
                                            ","gerencia@confeccionestonico.com  
               "," www.confeccionestonico.com  
                             ","Cr 67A 48D-29  
                                      ","2607534  
    ","2301772  
    "
